"YEAR","LAT","LON","COUNTRY","REMARKS","CODE","SEVERITY"
1998,24.09793,-77.53703,"Bahamas",NA,"BHS","LOW"
2000,18.07383,-76.28737,"Jamaica",NA,"JAM","LOW"
2000,18.52068,-77.74488,"Jamaica",NA,"JAM","LOW"
2000,18.30078,-78.3612,"Jamaica",NA,"JAM","LOW"
1998,16.73,-87.77,"Belize","moderate-severe","BLZ","LOW"
1999,16.73,-87.77,"Belize","low bleaching","BLZ","LOW"
2001,24.8194,-80.786,"Florida (USA)","heavily bleached","USA","LOW"
2002,-15.0505,145.5672,"Torres Strait & Great Barrier Reef","fluoros","AUS","LOW"
2001,17.7,-64.9,"St. Croix","50% of colonies show mild bleaching","VIR","LOW"
1998,-15.05196,145.56614,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,-15.05196,145.56614,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,24.626,-77.691,"Bahamas",NA,"BHS","LOW"
2002,-20.5318,149.0884,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,24.55,-81.41,"Florida (USA)",NA,"USA","LOW"
1987,24.616,-81.4,"Florida (USA)","11.1% of coral cover was pale (8 months after initial bleaching)

Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began.","USA","LOW"
1998,24.58,-81.4,"Florida (USA)","100% acropora colonies bleached","USA","LOW"
1990,24.5566,-81.4008,"Florida (USA)","65% losses of Millepora","USA","LOW"
1983,24.61666667,-81.4,"Florida (USA)","Bleaching seemed to have started in  mid-July in the Florida Keys and off the coast of Colombia.  The corals in shallow water at Looe Key were the first to discolor, but it soon spread to deeper corals. ","USA","LOW"
1987,24.61666667,-81.4,"Florida (USA)","Extent Unspecified","USA","LOW"
1998,24.61666667,-81.4,"Florida (USA)","Extent Unspecified","USA","LOW"
1998,24.61666667,-81.4,"Florida (USA)","Moderate bleaching was observed in the intermediate reef habitat (45'depth) and in some of the shallower coral reef areas on  Friday (September 11, 1998) by  the Sanctuary's Education Team and the author as they snorkeled in four different coral habitats ","USA","LOW"
1987,25.15,-80.28,"Florida (USA)","Started at shallow and in August extended to deeper part

Extensive bleaching in mid Sept

Montastrea annularis - extensive in Sept.

Diploria strigosa, D. labyrinthiformis, Palythoa caribaeourm, Millepora complanta- extensively bleached in Sept.","USA","LOW"
2002,-19.0346,146.5867,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,-19.03,146.57,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,-19.03,146.57,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2005,18.71956,-87.69945,"Mexico","Number of colonies observed: 23
; Number of bleached colonies: 11","MEX","LOW"
2005,18.74183,-87.6744,"Mexico","Number of colonies observed: 1
; Number of bleached colonies: 0","MEX","LOW"
2005,18.74183,-87.6744,"Mexico","Number of colonies observed: 2
; Number of bleached colonies: 0","MEX","LOW"
2005,18.65961,-87.71934,"Mexico","Number of colonies observed: 6
; Number of bleached colonies: 0","MEX","LOW"
2005,18.71956,-87.69945,"Mexico","Number of colonies observed: 29
; Number of bleached colonies: 4","MEX","LOW"
2005,18.70659,-87.70395,"Mexico","Number of colonies observed: 29
; Number of bleached colonies: 3","MEX","LOW"
2005,18.70659,-87.70395,"Mexico","Number of colonies observed: 20
; Number of bleached colonies: 2","MEX","LOW"
2005,18.68092,-87.71259,"Mexico","Number of colonies observed: 29
; Number of bleached colonies: 2","MEX","LOW"
2005,18.68064,-87.71131,"Mexico","Number of colonies observed: 37
; Number of bleached colonies: 4","MEX","LOW"
2005,18.65949,-87.71653,"Mexico","Number of colonies observed: 12
; Number of bleached colonies: 0","MEX","LOW"
2005,18.71956,-87.69773,"Mexico","Number of colonies observed: 24
; Number of bleached colonies: 11","MEX","LOW"
2005,18.70686,-87.70576,"Mexico","Number of colonies observed: 13
; Number of bleached colonies: 2","MEX","LOW"
2005,18.70686,-87.70576,"Mexico","Number of colonies observed: 35
; Number of bleached colonies: 10","MEX","LOW"
2005,18.63451,-87.72215,"Mexico","Number of colonies observed: 3
; Number of bleached colonies: 0","MEX","LOW"
2005,18.71956,-87.69945,"Mexico","Number of colonies observed: 30
; Number of bleached colonies: 5","MEX","LOW"
2005,18.71956,-87.69945,"Mexico","Number of colonies observed: 34
; Number of bleached colonies: 12","MEX","LOW"
2005,18.68092,-87.71259,"Mexico","Number of colonies observed: 25
; Number of bleached colonies: 1","MEX","LOW"
2005,18.68092,-87.71259,"Mexico","Number of colonies observed: 31
; Number of bleached colonies: 1","MEX","LOW"
2005,18.71956,-87.69773,"Mexico","Number of colonies observed: 20
; Number of bleached colonies: 3","MEX","LOW"
2005,18.71956,-87.69773,"Mexico","Number of colonies observed: 25
; Number of bleached colonies: 0","MEX","LOW"
2005,18.71956,-87.69773,"Mexico","Number of colonies observed: 10
; Number of bleached colonies: 1","MEX","LOW"
2005,18.70703,-87.70684,"Mexico","Number of colonies observed: 15
; Number of bleached colonies: 9","MEX","LOW"
2005,18.68092,-87.71259,"Mexico","Number of colonies observed: 15
; Number of bleached colonies: 3","MEX","LOW"
2005,18.70703,-87.70684,"Mexico","Number of colonies observed: 10
; Number of bleached colonies: 7","MEX","LOW"
2005,18.63451,-87.72215,"Mexico","Number of colonies observed: 3
; Number of bleached colonies: 1","MEX","LOW"
2005,18.68681,-87.70937,"Mexico","Number of colonies observed: 26
; Number of bleached colonies: 3","MEX","LOW"
2005,18.66723,-87.71551,"Mexico","Number of colonies observed: 18
; Number of bleached colonies: 2","MEX","LOW"
2005,18.724,-87.69676,"Mexico","Number of colonies observed: 15
; Number of bleached colonies: 8","MEX","LOW"
2005,18.724,-87.69676,"Mexico","Number of colonies observed: 20
; Number of bleached colonies: 3","MEX","LOW"
2005,18.70659,-87.70395,"Mexico","Number of colonies observed: 45
; Number of bleached colonies: 10","MEX","LOW"
2005,18.71956,-87.69773,"Mexico","Number of colonies observed: 33
; Number of bleached colonies: 5","MEX","LOW"
2005,18.68084,-87.71415,"Mexico","Number of colonies observed: 10
; Number of bleached colonies: 0","MEX","LOW"
2005,18.68084,-87.71415,"Mexico","Number of colonies observed: 8
; Number of bleached colonies: 0","MEX","LOW"
2005,18.70703,-87.70684,"Mexico","Number of colonies observed: 16
; Number of bleached colonies: 6","MEX","LOW"
2005,18.66723,-87.71551,"Mexico","Number of colonies observed: 12
; Number of bleached colonies: 2","MEX","LOW"
2005,18.70703,-87.70684,"Mexico","Number of colonies observed: 16
; Number of bleached colonies: 7","MEX","LOW"
2005,18.68064,-87.71131,"Mexico","Number of colonies observed: 29
; Number of bleached colonies: 3","MEX","LOW"
2005,18.70686,-87.70576,"Mexico","Number of colonies observed: 27
; Number of bleached colonies: 10","MEX","LOW"
2006,18.74239,-87.67865,"Mexico","Number of colonies observed: 12
; Number of bleached colonies: 5","MEX","LOW"
2006,18.65961,-87.71934,"Mexico","Number of colonies observed: 4
; Number of bleached colonies: 2","MEX","LOW"
2006,18.65961,-87.71934,"Mexico","Number of colonies observed: 4
; Number of bleached colonies: 1","MEX","LOW"
2006,18.65963,-87.71564,"Mexico","Number of colonies observed: 21
; Number of bleached colonies: 5","MEX","LOW"
2006,18.68717,-87.71223,"Mexico","Number of colonies observed: 14
; Number of bleached colonies: 5","MEX","LOW"
2006,18.63434,-87.71993,"Mexico","Number of colonies observed: 14
; Number of bleached colonies: 8","MEX","LOW"
2006,18.68681,-87.70937,"Mexico","Number of colonies observed: 20
; Number of bleached colonies: 4","MEX","LOW"
2006,18.68681,-87.70937,"Mexico","Number of colonies observed: 29
; Number of bleached colonies: 6","MEX","LOW"
2006,18.68681,-87.70937,"Mexico","Number of colonies observed: 15
; Number of bleached colonies: 6","MEX","LOW"
2006,18.68681,-87.70937,"Mexico","Number of colonies observed: 17
; Number of bleached colonies: 4","MEX","LOW"
2006,18.71956,-87.69773,"Mexico","Number of colonies observed: 19
; Number of bleached colonies: 6","MEX","LOW"
2006,18.66717,-87.71726,"Mexico","Number of colonies observed: 3
; Number of bleached colonies: 2","MEX","LOW"
2006,18.71956,-87.69945,"Mexico","Number of colonies observed: 26
; Number of bleached colonies: 12","MEX","LOW"
2006,18.68731,-87.71051,"Mexico","Number of colonies observed: 25
; Number of bleached colonies: 7","MEX","LOW"
2006,18.68731,-87.71051,"Mexico","Number of colonies observed: 30
; Number of bleached colonies: 10","MEX","LOW"
1998,2.95,-78.21,"Colombia","no bleaching","COL","LOW"
1998,-1.48,-80.8,"Ecuador","moderate","ECU","LOW"
2009,-1.49,-80.79,"Ecuador","Location ; Patches of Coral. Los Frailes Beach, Machalilla National Park, ManabÕ, Ecuador.

The largest coral in the area belong to the genus Pocilophora.","ECU","LOW"
2006,18.68731,-87.71051,"Mexico","Number of colonies observed: 31
; Number of bleached colonies: 14","MEX","LOW"
2006,18.71992,-87.70112,"Mexico","Number of colonies observed: 18
; Number of bleached colonies: 4","MEX","LOW"
2006,18.68717,-87.71223,"Mexico","Number of colonies observed: 20
; Number of bleached colonies: 1","MEX","LOW"
2006,18.68717,-87.71223,"Mexico","Number of colonies observed: 13
; Number of bleached colonies: 5","MEX","LOW"
2006,18.71956,-87.69945,"Mexico","Number of colonies observed: 38
; Number of bleached colonies: 7","MEX","LOW"
2006,18.74183,-87.6744,"Mexico","Number of colonies observed: 3
; Number of bleached colonies: 0","MEX","LOW"
2006,18.71956,-87.69773,"Mexico","Number of colonies observed: 33
; Number of bleached colonies: 9","MEX","LOW"
2006,18.65961,-87.71934,"Mexico","Number of colonies observed: 3
; Number of bleached colonies: 1","MEX","LOW"
2006,18.65961,-87.71934,"Mexico","Number of colonies observed: 3
; Number of bleached colonies: 1","MEX","LOW"
2006,18.65949,-87.71653,"Mexico","Number of colonies observed: 23
; Number of bleached colonies: 3","MEX","LOW"
2006,18.71956,-87.69773,"Mexico","Number of colonies observed: 31
; Number of bleached colonies: 6","MEX","LOW"
2006,18.65963,-87.71564,"Mexico","Number of colonies observed: 25
; Number of bleached colonies: 2","MEX","LOW"
2006,18.74239,-87.67865,"Mexico","Number of colonies observed: 9
; Number of bleached colonies: 3","MEX","LOW"
2005,18.66717,-87.71726,"Mexico","Number of colonies observed: 12
; Number of bleached colonies: 9","MEX","LOW"
2005,18.68731,-87.71051,"Mexico","Number of colonies observed: 27
; Number of bleached colonies: 1","MEX","LOW"
2005,18.65961,-87.71934,"Mexico","Number of colonies observed: 7
; Number of bleached colonies: 0","MEX","LOW"
2005,18.65961,-87.71934,"Mexico","Number of colonies observed: 8
; Number of bleached colonies: 2","MEX","LOW"
2005,18.65963,-87.71564,"Mexico","Number of colonies observed: 41
; Number of bleached colonies: 3","MEX","LOW"
2005,18.65963,-87.71564,"Mexico","Number of colonies observed: 23
; Number of bleached colonies: 8","MEX","LOW"
2005,18.65963,-87.71564,"Mexico","Number of colonies observed: 22
; Number of bleached colonies: 0","MEX","LOW"
2005,18.68731,-87.71051,"Mexico","Number of colonies observed: 29
; Number of bleached colonies: 3","MEX","LOW"
2005,18.71956,-87.69773,"Mexico","Number of colonies observed: 29
; Number of bleached colonies: 6","MEX","LOW"
2005,18.65949,-87.71653,"Mexico","Number of colonies observed: 18
; Number of bleached colonies: 0","MEX","LOW"
2005,18.71992,-87.70112,"Mexico","Number of colonies observed: 11
; Number of bleached colonies: 2","MEX","LOW"
2005,18.71992,-87.70112,"Mexico","Number of colonies observed: 13
; Number of bleached colonies: 4","MEX","LOW"
2005,18.68064,-87.71131,"Mexico","Number of colonies observed: 25
; Number of bleached colonies: 8","MEX","LOW"
2005,18.71992,-87.70112,"Mexico","Number of colonies observed: 26
; Number of bleached colonies: 9","MEX","LOW"
2005,18.68731,-87.71051,"Mexico","Number of colonies observed: 22
; Number of bleached colonies: 7","MEX","LOW"
2009,-8.151722,115.02525,"Indonesia","Percentage of live corals that are Bleaching starts early of May, 2009. Besides bleaching, there are also many occurrences of Drupella","IDN","LOW"
1998,-16.3876,145.56442,"Torres Strait & Great Barrier Reef","Very bad near anchorage where coral cover is good","AUS","LOW"
1998,-16.3876,145.56442,"Torres Strait & Great Barrier Reef","Very bad near anchorage where coral cover is good","AUS","LOW"
1992,-16.3876,145.5644,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2006,-16.39,145.57,"Australia",NA,"AUS","LOW"
2006,-16.39,145.57,"Australia",NA,"AUS","LOW"
1998,-15.09862,145.38318,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,-15.09862,145.38318,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2005,24.623,-81.4,"Florida (USA)","Moderate to high bleaching was observed in the Lower Florida Keys (Looe Key Reef) on September 9. In addition, there were numerous Acropora palmata mortalities observed at this site. 

Bleaching details (September 9, 2005)<br>

An estimated 30-40% of live coral cover was observed bleached, including the following species:<br>

Montastrea annularis _ 100% bleaching of all individuals.<br>

M. faveolata _ mottled and top region bleaching in 30-40% of individuals.<br>M. cavernosa _ paling/mottled bleaching of 50%.<br>

Porites astreoides, P. furcata, P. divaricata _ 100% bleaching of 10% of 

individuals.<br>Diploria strigosa _ 100% bleaching observed on 50% of colonies.<br>Diploria clivosa _ 100% bleaching on 20% of colonies.<br>

Palythoa caribaeorum _ 100% bleached in 60% of live cover.<br>

Acropora palmata : 40% displayed mottled bleaching. 

Almost no unaffected colonies were observed, with the exception of a few small 1-2 year recruits. 

Numerous less prevalent species were affected.","USA","LOW"
2003,24.55193,-81.7016,"Florida (USA)",NA,"USA","LOW"
2003,24.5646,-81.39308,"Florida (USA)",NA,"USA","LOW"
2003,24.54607,-81.40515,"Florida (USA)",NA,"USA","LOW"
2003,24.51387,-81.55965,"Florida (USA)",NA,"USA","LOW"
2003,24.58535,-81.581,"Florida (USA)",NA,"USA","LOW"
2003,24.61655,-81.3911,"Florida (USA)",NA,"USA","LOW"
2003,24.47568,-81.88741,"Florida (USA)",NA,"USA","LOW"
2003,24.45207,-81.87695,"Florida (USA)",NA,"USA","LOW"
2003,24.45287,-81.87518,"Florida (USA)",NA,"USA","LOW"
2003,24.5612,-81.3458,"Florida (USA)",NA,"USA","LOW"
2003,24.60517,-81.1936,"Florida (USA)",NA,"USA","LOW"
2003,24.55145,-81.588,"Florida (USA)",NA,"USA","LOW"
2003,24.48002,-81.71458,"Florida (USA)",NA,"USA","LOW"
2003,24.49938,-81.70232,"Florida (USA)",NA,"USA","LOW"
2002,-13.2756,143.596,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2004,19.32939,-69.53166,"Dominican Republic",NA,"DOM","LOW"
2004,19.33222,-69.54214,"Dominican Republic",NA,"DOM","LOW"
2004,19.33084,-69.51691,"Dominican Republic",NA,"DOM","LOW"
2000,18.46417,-78.13188,"Jamaica",NA,"JAM","LOW"
1998,-20.27509,149.11172,"Torres Strait & Great Barrier Reef","No bleaching","AUS","LOW"
1998,-20.27509,149.11172,"Torres Strait & Great Barrier Reef","No bleaching","AUS","LOW"
1998,23.15,120.4833,"Taiwan","30-50%","TWN","LOW"
1998,-18.77465,147.71033,"Torres Strait & Great Barrier Reef","2-5%","AUS","LOW"
1998,-18.77465,147.71033,"Torres Strait & Great Barrier Reef","2-5%","AUS","LOW"
1999,26.3575,-76.97683,"Bahamas",NA,"BHS","LOW"
1999,26.3535,-76.978,"Bahamas",NA,"BHS","LOW"
1998,-13.74236,143.90589,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2010,13.69,120.889,"Philippines",NA,"PHL","LOW"
2010,13.728,120.883,"Philippines",NA,"PHL","LOW"
2010,13.704,120.875,"Philippines",NA,"PHL","LOW"
2010,13.717,120.875,"Philippines",NA,"PHL","LOW"
1998,-11.73322,142.98531,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2006,-14.65,145.49,"Australia",NA,"AUS","LOW"
2006,-14.65,145.49,"Australia",NA,"AUS","LOW"
1998,-14.65211,145.48962,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,-14.65211,145.48962,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,-1.47,-80.78,"Ecuador","moderate","ECU","LOW"
2002,-16.045,145.6507,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2006,-16.04,145.65,"Australia",NA,"AUS","LOW"
2002,-15.1405,145.5761,"Torres Strait & Great Barrier Reef","lots of fluoro and white plates","AUS","LOW"
1998,-19,46.56,"Madagascar","In February and March, temperatures were 32-33ÁC. ","MDG","LOW"
1998,5.0167,72.9167,"Maldives","extensive bleaching","MDV","LOW"
1998,26.4478,127.7746,"Japan","40% coral coverage bleached","JPN","LOW"
1998,-16.4424,39.9611,"Mozambique",NA,"MOZ","LOW"
1998,-16.33333333,40,"Mozambique"," Minimal bleaching","MOZ","LOW"
1999,-16.03,40.05,"Mozambique","Little evidence (<2%) of current bleaching.","MOZ","LOW"
1998,-7.833333333,39.83333333,"Tanzania","The Mafia Marine Park is considered as the best coral reef in the country with almost 100%mixed coral community cover over vast areas. By the end of October, 80-100% of corals had died.","TZA","LOW"
2001,-7.9516,39.8137,"Tanzania","some bleaching","TZA","LOW"
1998,-7.9516,39.8137,"Tanzania","80-100%","TZA","LOW"
1999,-19.15,146.85,"Australia","no bleaching","AUS","LOW"
2002,-19.1624,146.8524,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2002,-19.1548,146.865,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2002,-19.1225,146.8813,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2002,-19.1172,146.8824,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2002,-19.1142,146.8257,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1994,-19.1118,146.861,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1980,-19.1118,146.861,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1992,-19.1118,146.861,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1982,-19.1118,146.861,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
2002,-11.8654,143.2854,"Torres Strait & Great Barrier Reef","only massives","AUS","LOW"
1998,-4.6,55.46666667,"Seychelles"," In January 1999, dead corals around the main island of Mahe were covered by numerous filamentous algae.","SYC","LOW"
1998,18.8126,-87.3594,"Mexico",NA,"MEX","LOW"
1998,25.06367,-77.93783,"Bahamas",NA,"BHS","LOW"
1998,-22.34,166.42,"New Caledonia","1","NCL","LOW"
1998,20.52,-105.36,"Mexico","86%","MEX","LOW"
2005,7.083,171.143,"Marshall Islands","Majuro is currently suffering renewed minor bleaching (first noticed on Feb 13 2005) restricted to the reef flat (chiefly small Acropora spp, such as A. digitifera).  Perhaps this is related to the ""hotspot"" to the south.  While this sort of shallow bleaching (upper half meter or less) is not unusual (we had similar bleaching in 2000, 2002 and 2004) what is novel is the season; previous bleachings were limited to the autumn (Sept-Nov) when maximal temperatures occur.  A week later (Feb. 20) a dive computer gave a temp. reading of 84 F at the surface and 82 F 10 meters down.  This bleaching is on the southern leeward shore, sheltered from the tradewinds, during a period of calm condition (i.e., minimal swell).","MHL","LOW"
2002,7.01,171.367,"Marshall Islands","Entire atoll experience bleaching (?)

Uppermost intertidal Acropora (blue axial tips, A. seriata?) comingled with a rose-colored Pocillopora.  Tip bleaching, marking the shallow thermocline below.","MHL","LOW"
2006,7.096,171.164,"Marshall Islands","In early October 2006 on Majuro atoll (RMI), shallow coral bleaching was detected (the first episode since last February), restricted to low-tide exposed colonies (mainly Acropora, zooanthids)  Very low mortality, so far. <br>

 More interesting, in mid-October, partial and total bleaching was seen on massive Porites (cf.

lobata)colonies in the northern lagoon, in 2-4 m depth (5 % of total population; 95% showed no signs of bleaching).  Many tabulate Acropora and Millepora colonies were partially or totally bleached as well.","MHL","LOW"
2002,7.09,171.198,"Marshall Islands","We now witnessed at least two bleaching events (a third one is probably happening now) off the shores of Majuro atoll (7 degree N), both lagoon and ocean side, attacking Acroporas (at least cerealis and robusta and maybe nana) on the reef shelf. These corals are briefly exposed at low tide (new moon) when we experienced very high atmospheric temperatures coincident with  lack of trade winds.","MHL","LOW"
1993,7.14,171.213,"Marshall Islands","Paleness of Lobophytum

Widespread among species of Acropora

No bleaching was evident  among Porites

Other coral show no bleaching","MHL","LOW"
1998,-15.14204,145.57507,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,-15.14204,145.57507,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1998,4.1697,72.8265,"Maldives","severe bleaching","MDV","LOW"
1987,3.5,73,"Maldives"," Extent Unspecified; Bleaching and eventual death of corals occur.  A few colonies manage to survive.","MDV","LOW"
1998,3.5,73,"Maldives","Around 80% of corals wholly or partially bleached on the back reef, with around 45% at 10m on the reef slope, and 30-40% at 20-30m. Bleaching was also seen at 50m. ","MDV","LOW"
1998,4.486666667,73.47166667,"Maldives","By late May, recovery began for Porites and colour was near normal by September. ","MDV","LOW"
1998,-3.2218,40.1403,"Kenya","50-90% (along entire Kenya coast) to 20m, with highest mortalities in <2-3m","KEN","LOW"
1998,-3.233333333,40.66666667,"Kenya"," Coral mortality resulting to a decline in coral coner falling from levels of 30% (southern, deep reefs) and approximately 10% (northern reefs) to about 5% at all sites.","KEN","LOW"
2003,-3.215,40.127,"Kenya","From April 8 in Malindi, bleaching was first observed and reported widely.  Following that, pale, partially bleached and some fully bleached corals were reported widely throughout Kenya. 

Bleaching is mild to moderate rather than severe; colonies are ïpalingÍ, and all shades of colour from normal to white are observed. In Kenya, most paling and bleaching is on upper surfaces, and the coincidence of high temperatures, calm conditions and spring low tides just prior to bleaching suggest combined effects of these factors rather than an overwhelming dominance of one.

The spatial extent of paling and bleaching amounts to perhaps 10-20% of coral cover and 5-25% or colonies, with most observations made in shallow inner-reef zones (water depth of 0.3-1m at MLW).

Most detail on taxonomic incidence of bleaching has come from reports in Kenya, where the most affected genus is Pocillopora, where locally close to 100% of colonies have been observed bleached, and some colonies observed with dead patches (primarily around the branch tips). Interestingly, P. damicornis is less affected than other species, and in one shallow reef flat area is unaffected. After Pocillopora, the most strongly affected genera include Porites, Echinopora, Galaxea and partially affected genera include Platygyra, Acropora, Montipora, various faviids and fungiids, Pavona.","KEN","LOW"
2002,6.022,116.034,"Borneo","Bleaching was observed at various spot within the bay.  The mushroom corals were the first to released its symbiont

algae, then some branching Acroporas and certain parts of massive coral heads.","MYS","LOW"
2004,-17.74016667,177.1478333,"Fiji",NA,"FJI","LOW"
2004,-17.73733333,177.1498333,"Fiji",NA,"FJI","LOW"
2004,-17.73733333,177.1483333,"Fiji",NA,"FJI","LOW"
2004,-17.74016667,177.1478333,"Fiji",NA,"FJI","LOW"
2006,-17.67833333,177.1666667,"Fiji",NA,"FJI","LOW"
2004,-17.73333333,177.1505556,"Fiji",NA,"FJI","LOW"
2004,-17.73861111,177.1375,"Fiji",NA,"FJI","LOW"
2004,-17.73555556,177.1405556,"Fiji",NA,"FJI","LOW"
2004,-17.75972222,177.1411111,"Fiji",NA,"FJI","LOW"
2004,-17.71722222,177.1491667,"Fiji",NA,"FJI","LOW"
2004,-17.7375,177.1352778,"Fiji",NA,"FJI","LOW"
2004,-17.84694444,177.175,"Fiji",NA,"FJI","LOW"
2004,-17.73333333,177.1811111,"Fiji",NA,"FJI","LOW"
2004,-17.76083333,177.1944444,"Fiji",NA,"FJI","LOW"
2004,-17.72166667,177.1213889,"Fiji",NA,"FJI","LOW"
2004,-17.74111111,177.1233333,"Fiji",NA,"FJI","LOW"
2004,-17.73222222,177.1263889,"Fiji",NA,"FJI","LOW"
2002,-17.734,177.14,"Fiji","In April 2002, water temperatures around the Mamanucas reached approximately 30-31_C for approximately one month. This led to some bleaching at a national scale, principally of the genus Acropora corals, but only in shallow waters. Shallow areas (2-4m) in which the CCC Fiji data is derived showed 5 % of coral colonies of the genus Acropora having been bleached. There was also one large area of Acropora coral at 14 m near Sunflower reef where a 15 m2 area was bleached, but only the apical portions of the colonyÍs branches. Other than this small percent of bleached coral and the deeper bleaching at Sunflower, there appeared to be little overall impact of the bleaching in the Mamanucas for April-May 2002. Bleaching in 2002 was not nearly as significant as the bleaching event that occurred in 2000.","FJI","LOW"
1998,5.9714,116.0039,"Malaysia","minor to insignificant","MYS","LOW"
2002,-23.1175,150.9916,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1999,26.60333,-76.98317,"Bahamas",NA,"BHS","LOW"
1999,26.59725,-76.97639,"Bahamas",NA,"BHS","LOW"
1998,1.5276,124.7984,"Indonesia","no bleaching","IDN","LOW"
1998,-16.33333333,49.85,"Madagascar","Extent Unspecified; Corals in shallow water were 40-80% bleached with high mortality. While in deeper water,  10-40% of mixed coral species  were bleached.","MDG","LOW"
1998,-15,50.5,"Madagascar","Shallow  Acropora 40-80% bleached with high mortality and 10-40% of mixed species in deeper water","MDG","LOW"
1998,9.023,78.22,"India","24.98% pale, 41.26 % bleached, 23% dead

Montipora 35.77%, table Acropora 22.02%, Porites 14.51% , Turbinaria 9.47% bleached","IND","LOW"
2002,9.288,79.1733,"India","The northern side of Mandapam (Zone-1) showed a minimum

of 49.7% coral bleaching.","IND","LOW"
2002,9.29,79.14,"India","Zones 2 of Mandapam region showed 52.6% bleaching of corals.","IND","LOW"
2002,9.291,79.14,"India","Zones 3 of Mandapam region showed 52.6% bleaching of corals.","IND","LOW"
1998,9,79,"India","22 species were found bleached (six branching forms; nine massive coral species; one foliose and six encrusting species) and 15 species (six branching; eight massive and one foliose forms) unbleached.","IND","LOW"
2008,-17.63425,168.2003889,"Vanuatu",NA,"VUT","LOW"
1998,2.814,104.212,"Peninsular","Bleaching was first recorded in March and by early May 1998, most coral observed were bleached.","MYS","LOW"
1998,24.29167,-77.6462,"Bahamas",NA,"BHS","LOW"
1998,-21.45,115.3667,"Australia","severe bleaching; 80% bleaching","AUS","LOW"
1998,24.25315,-77.62917,"Bahamas",NA,"BHS","LOW"
1998,-14.4029,-145.8569,"French Polynesia",NA,"PYF","LOW"
2008,-14,-147,"French Polynesia","0% of recorded Recently killed coral on substrate is result of bleaching; 121 surgeonfish, 1 goatfish, 13 Holocentridae","PYF","LOW"
2010,9.215,79.128,"India","Survey was conducted on May, June 2010. % of live coral bleaching is 10.5%","IND","LOW"
2010,9.215,79.128,"India","% live coral bleaching is 10.9%","IND","LOW"
1998,-20.47167,149.13333,"Torres Strait & Great Barrier Reef","No bleaching","AUS","LOW"
1998,-20.47167,149.13333,"Torres Strait & Great Barrier Reef","No bleaching","AUS","LOW"
2006,-17.16666667,177.015,"Fiji",NA,"FJI","LOW"
1998,4.6248,118.7808,"Malaysia","5","MYS","LOW"
1998,-12.27202,143.92324,"Torres Strait & Great Barrier Reef",NA,"AUS","LOW"
1983,9.383333333,-84.15,"Costa Rica","At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El NiÐo. Reported by Cortes ","CRI","LOW"
1983,9.633333333,-82.68333333,"Costa Rica","At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El NiÐo. Reported by Cortes ","CRI","LOW"
