"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","SOURCE","CODE","SEVERITY"
2005,"Australia","Holden Pt. South,Eastern Shore, Mermaid Sound, Western Australia",-20.6048,116.7575,"Coral cover in the area: 11-30% <br>
Coral type that belached: Plates, Soft, Brain, Encrusting and Bushy <br>","Personal communication to Reefbase by Cassandra C. Cheffers  (cassandra.cheffers@woodside.com.au),
Woodside Energy Ltd. P.O. Box 517, Karratha, WA 6714 on behalf of 
Ian Baxter (ian_baxter@urscorp.com) , URS Australia Pty Ltd","AUS","LOW"
2006,"Australia","John Brewer Reef, Central Great Barrier Reef",-18.62,147.08,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2006,"Australia","Keppel Islands",-23.188,150.91,"Australia has just experienced its warmest year on record and abnormally high sea temperatures during summer have caused massive coral bleaching in the Keppels. Sea temperatures touched 29 degrees Celsius (84 Fahrenheit), the upper limit for coral.<br>
It is estimated that in the vicinity of 95 to 98 percent of the coral is bleached in the Keppels.","Ray Berkelmans of AIMS in Yahoo news http://news.yahoo.com/s/nm/20060314/sc_nm/environment_coral_bleaching_dc;_ylt=AgjxO3M7E.QOLJT4if_SLZEDW7oF;_ylu=X3oDMTBiMW04NW9mBHNlYwMlJVRPUCUl","AUS","HIGH"
2007,"Australia","Knuckle Reef",-19.52,149.27,"Average Hard coral: 50% Soft coral: 50%
Bleached Hard coral: % Soft coral: 0%
Additional Notes on site, locators, buoys, benchmarks or landmarks: Bleaching on upper surface and Dead Coral with algae faviidae acropora obs taken at main snorkelling bommie Branching, plate and massive encrusting acropora

Other Comments: Partly cloudy 30deg air temp 26deg water temp 5-10kn winds","BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au]","AUS","UNKNOWN"
2008,"Australia","Knuckle Reef",-19.4667,149.2167,"Acorpora, Stylophora, Montipora, Porites, Lobophytum bleached. Fungiidae, Faviidae and Sarcophyon present but not bleached.
Other Comments: Bleaching present among most species.","BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au]","AUS","UNKNOWN"
2007,"Australia","knucle reef",-19.52,149.27,"Average Hard coral: 50% Soft coral: 50%
Bleached Hard coral: 10% Soft coral: 0%

No new bleaching - old bleaching died off and covered with algae","BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au]","AUS","UNKNOWN"
2006,"Australia","Langford  Island, Southern Great Barrier Reef",-20.08,148.88,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2006,"Australia","Linnet Reef, Far Northern Great Barrier Reef",-14.79,145.35,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","Linnet Reef, Far Northern Great Barrier Reef",-14.79,145.35,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2006,"Australia","Lizard Island, Far Northern Great Barrier Reef",-14.69,145.47,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2006,"Australia","Lizard Island, Far Northern Great Barrier Reef",-14.69,145.47,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","Low Isles, North Great Barrier Reef",-16.39,145.57,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","Low Isles, North Great Barrier Reef",-16.39,145.57,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2006,"Australia","MacGillivray Reef, Far Northern Great Barrier Reef",-14.65,145.49,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","MacGillivray Reef, Far Northern Great Barrier Reef",-14.65,145.49,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","Mackay Reef, North Great Barrier Reef",-16.04,145.65,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
1999,"Australia","Magnetic Island",-19.15,146.85,"no bleaching","http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html","AUS","NONE"
1998,"Australia","Mangrove Islands, Onslow",-21.45,115.3667,"severe bleaching; 80% bleaching","GCRMN 2000. Chapter 1","AUS","HIGH"
2006,"Australia","Martin Reef, Far Northern Great Barrier Reef",-14.76,145.38,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","Martin Reef, Far Northern Great Barrier Reef",-14.76,145.38,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2008,"Australia","Michaelmas Cay, Great Barrier",-17,146,"Average Hard coral: 30% Soft coral: 70%
Bleached Hard coral: 0% Soft coral: 0%

Nil bleaching observed. Poor water visibility, only 3 meters","Ms Carolyn William, Senior Conservation Officer","AUS","NONE"
2006,"Australia","Michaelmas Reef, North Great Barrier Reef",-16.55,146.05,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
1999,"Australia","Mid and Outer shelf reefs nr Cairns",-17,146,"no bleaching","http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html","AUS","NONE"
2006,"Australia","Middle Island, Far Southern Great Barrier Reef",-23.16,150.92,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","HIGH"
2006,"Australia","Middle Island, Far Southern Great Barrier Reef",-23.16,150.92,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","HIGH"
2005,"Australia","Midway between Conzine and  Withnell Bays, Eastern Shore, Mermaid Sound, Western Australia",-20.5672,116.7825,"Coral cover in the area: 31-50% <br>
Coral type that belached: Brain, Plate, Bushy, Encrusting, Soft <br>","Personal communication to Reefbase by Cassandra C. Cheffers  (cassandra.cheffers@woodside.com.au),
Woodside Energy Ltd. P.O. Box 517, Karratha, WA 6714 on behalf of 
Ian Baxter (ian_baxter@urscorp.com) , URS Australia Pty Ltd","AUS","MEDIUM"
2010,"Australia","Milln Reef : Whale/ 3 sisters",-16.77,146.26,"Average Hard coral: 50% Soft coral: 50%
Bleached Hard coral: % Soft coral: 0%

Bleached only on upper surface at Whale / 3 sisters sites","BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au]","AUS","UNKNOWN"
2002,"Australia","Moreton Bay",-26.173,154.883,"Stylophora  pistillata : 33  %bleached   33  % dead
Pocillopora  damicornis: 65  %bleached, 65  % dead
Acropora spp :33  %bleached , 33  % dead
Massive : 24  %bleached ,  24 % dead","ReefBase online Report - Ailsa Kerswell","AUS","MEDIUM"
1999,"Australia","Myrmidon",-18.2667,147.3667,"no bleaching","http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html","AUS","NONE"
1998,"Australia","New South Wales",-28.4643,153.5836,NA,"Wilkinson, Clive","AUS","MEDIUM"
1998,"Australia","Ningaloo",-22.2167,113.8167,"no measurbale impact of bleaching","GCRMN 2000. Chapter 1","AUS","NONE"
2006,"Australia","No Name Reef, Far Northern Great Barrier Reef",-14.63,145.65,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2006,"Australia","North Direction, Far Northern Great Barrier Reef",-14.75,145.52,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","North Direction, Far Northern Great Barrier Reef",-14.75,145.52,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2007,"Australia","North Keppel  (North side of Goat Point)",-23,151,"Average Hard coral: 35% Soft coral: 15%
Bleached Hard coral: 0% Soft coral: 0%

Comments on affected species: 
Long (>2 years) dead tabulate Acropora (25% of substrate) adjacent to heatly ones of same size.
Other Comments: Excelent fish assemblages incl herbivores in MNPZ (no Take)","Mr. John Olds, Senior Conservation Officer, Queensland Parks and Wildlife Service/Environmental Protection Agency
Email	 John.Olds@epa.qld.gov.au","AUS","UNKNOWN"
2007,"Australia","North Keppel Island (Eastern MNP Zone)",-23,151,"Average Hard coral: 10% Soft coral: 10%
Bleached Hard coral: 0% Soft coral: 0%

Additional Notes on site, locators, buoys, benchmarks or landmarks: Rocky Bay at NKI. 
Low corals but high algae and kelp. Excellent fish assemblages incl herbivores. This is within the Marine National Park Zone (no take).

Seen bleaching at the site in other years?  Yes
If yes, the number of previous times bleached: 3times

Comments on affected species: Some long dead >2years ago Acroporas (tabulate) amongst totally heathy ones of same size. 20% of total substrate","Mr. John Olds, Senior Conservation Officer, Queensland Parks and Wildlife Service/Environmental Protection Agency
Email	 John.Olds@epa.qld.gov.au","AUS","UNKNOWN"
2006,"Australia","North Keppel, Far Southern Great Barrier Reef",-23.16,150.92,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","HIGH"
2006,"Australia","North Keppel, Far Southern Great Barrier Reef",-23.16,150.92,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","HIGH"
2005,"Australia","North of Dampier Cargo Wharf, Eastern Shore, Mermaid Sound, Western Australia",-20.609,116.757,"Coral cover in the area: 11-30% <br>
Coral type that belached: Plates, Brain, Encrusting and bushy <br>","Personal communication to Reefbase by Cassandra C. Cheffers  (cassandra.cheffers@woodside.com.au),
Woodside Energy Ltd. P.O. Box 517, Karratha, WA 6714 on behalf of 
Ian Baxter (ian_baxter@urscorp.com) , URS Australia Pty Ltd","AUS","MEDIUM"
2005,"Australia","North Side Withnell Bays, Eastern Shore, Mermaid Sound, Western Australia",-20.5713,116.7802,"Coral cover in the area: 31-50% <br>
Coral type that belached: Plates, Bushy, Brain, Encrusting, Soft <br>","Personal communication to Reefbase by Cassandra C. Cheffers  (cassandra.cheffers@woodside.com.au),
Woodside Energy Ltd. P.O. Box 517, Karratha, WA 6714 on behalf of 
Ian Baxter (ian_baxter@urscorp.com) , URS Australia Pty Ltd","AUS","MEDIUM"
2006,"Australia","One Tree Island, Far Southern Great Barrier Reef",-23.49,152.09,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","One Tree Island, Far Southern Great Barrier Reef",-23.49,152.09,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
1998,"Australia","Onslow",-21.6837,114.93,"some bleaching","http://www.mail-archive/ecofem%40csf.colorado.edu/msg04217.html  posted 11/14/98","AUS","LOW"
2006,"Australia","Opal Reef, North Great Barrier Reef",-16.21,145.91,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2007,"Australia","Osprey, North Horn",-14,146,"Average Hard coral: 80% Soft coral: 20%
Bleached Hard coral: 10% Soft coral: 10%

Acropora			     10	% bleached
Pocillopora			  10	% bleached
Porities			        10	% bleached","BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au]","AUS","UNKNOWN"
2007,"Australia","Osprey, North Horn",-14,146,"Average Hard coral: 100% Soft coral: 0%
Bleached Hard coral: 10% Soft coral: 0%","BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au]","AUS","LOW"
2007,"Australia","Pulu Keeling National Park, Cocos Keeling",11.82,96.82,"0% of recorded recently killed coral is result of bleaching; 2 male turtles, 12 reef sharks, octopus","Reef Check, Submitted by Claire Davies.  Site ID  96.49.0E.11.49.02S","AUS","NONE"
2006,"Australia","Rib Reef Reef, Central Great Barrier Reef",-18.47,146.88,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","Rib Reef Reef, Central Great Barrier Reef",-18.47,146.88,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
1998,"Australia","Rowley Shoals",-17.2493,119.334,"slightly bleached","http://www.mail-archive/ecofem%40csf.colorado.edu/msg04217.html posted 11/14/98","AUS","LOW"
1998,"Australia","Scott Reef",-14.0833333333333,121.85,"Bleaching of 70-100% occurs between 1 m to 9 m, and 40% at 30 m depth. Sheltered shallow sites had up to 75% coral cover, which is now down to 15%, with more corals still dying 3 months after bleaching started. There was 70-100% bleaching and mortality of","ReefBase","AUS","HIGH"
1998,"Australia","Scott, Timor Sea Reefs",-14.0608,121.9644,"80-100% bleached","Wilkinson, Clive","AUS","HIGH"
1998,"Australia","Seringapatam Reef",-13.65,122.0333,"extensive bleaching. Hard coral reduction from 45 to 5%","GCRMN 2000. Chapter 1","AUS","HIGH"
1998,"Australia","Seringapatam Reef",-13.6666666666667,122," Suffered bleaching to a lesser extent as compared to other reefs in the area.","ReefBase","AUS","MEDIUM"
1998,"Australia","Seringapatam, Timor Sea Reefs",-13.6852,122.0757,NA,"Wilkinson, Clive","AUS","LOW"
2005,"Australia","South of Conzine Bays, Eastern Shore, Mermaid Sound, Western Australia",-20.5617,116.7857,"Coral cover in the area: 31-50% <br>
Coral type that belached: Plates, Soft, Massive, Encrusting, Bushy <br>","Personal communication to Reefbase by Cassandra C. Cheffers  (cassandra.cheffers@woodside.com.au),
Woodside Energy Ltd. P.O. Box 517, Karratha, WA 6714 on behalf of 
Ian Baxter (ian_baxter@urscorp.com) , URS Australia Pty Ltd","AUS","MEDIUM"
2005,"Australia","South of LNG Jetty,Eastern Shore, Mermaid Sound, Western Australia",-20.5959,116.7639,"Coral cover in the area: 11-30% <br>
Coral type that belached: Brain, Plate, Encrusting, Bushy, Soft <br>","Personal communication to Reefbase by Cassandra C. Cheffers  (cassandra.cheffers@woodside.com.au),
Woodside Energy Ltd. P.O. Box 517, Karratha, WA 6714 on behalf of 
Ian Baxter (ian_baxter@urscorp.com) , URS Australia Pty Ltd","AUS","LOW"
2005,"Australia","South Side Withnell Bay,Eastern Shore, Mermaid Sound, Western Australia",-20.589,116.7748,"Coral cover in the area: 31-50% <br>
Coral type that belached: Plate, Bushy, Encrusting, Brain, Soft <br>","Personal communication to Reefbase by Cassandra C. Cheffers  (cassandra.cheffers@woodside.com.au),
Woodside Energy Ltd. P.O. Box 517, Karratha, WA 6714 on behalf of 
Ian Baxter (ian_baxter@urscorp.com) , URS Australia Pty Ltd","AUS","LOW"
2005,"Australia","South Side Withnell Bay,Eastern Shore, Mermaid Sound, Western Australia",-20.5713,116.7802,"Coral cover in the area: 31-50% <br>
Coral type that belached: Plate, Bushy, Encrusting, Brain, Soft <br>","Personal communication to Reefbase by Cassandra C. Cheffers  (cassandra.cheffers@woodside.com.au),
Woodside Energy Ltd. P.O. Box 517, Karratha, WA 6714 on behalf of 
Ian Baxter (ian_baxter@urscorp.com) , URS Australia Pty Ltd","AUS","LOW"
2008,"Australia","Square Rocks Bommie - Keppel Islands",-23,150,"Bommie Feild - 1-2m","Ms Amanda Delaforce, Senior Conservation Officer, QPWS  [email; 	 amanda.delaforce@epa.qld.gov.au]","AUS","NONE"
2008,"Australia","Square Rocks North Bommie - Keppel Islands",-23,150,NA,"Ms Amanda Delaforce, Senior Conservation Officer, QPWS  [email; 	 amanda.delaforce@epa.qld.gov.au]","AUS","NONE"
2006,"Australia","St Crispins Reef, North Great Barrier Reef",-16.07,145.85,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2008,"Australia","Tabletop Reef - HW Middle - Keppel Islands",-23,150,"Additional Notes on site, locators, buoys, benchmarks or landmarks: Bommie Field - 1-2m","Ms Amanda Delaforce, Senior Conservation Officer, QPWS  [email; 	 amanda.delaforce@epa.qld.gov.au]","AUS","NONE"
2008,"Australia","Tabletop Reef - HW Middle - Keppel Islands",-23,150,"Bommie Field - 1-2m","Ms Amanda Delaforce, Senior Conservation Officer, QPWS  [email; 	 amanda.delaforce@epa.qld.gov.au]","AUS","NONE"
2008,"Australia","Tabletop Reef, N/W Middle Island, Great Keppel Islands National Park",-23,151,"Average Hard coral: 70% Soft coral: 30%
Bleached Hard coral: 0% Soft coral: 0%

Additional Notes on site, locators, buoys, benchmarks or landmarks: Small reef off the N/W corner of Middle Island in a higher water movment area","Mr. Oliver Lanyon, Senior Ranger, Qeensland Parks Wildlife Service  [ Email	 :oliver.lanyon@epa.qld.gov.au]  Website	 http://www.epa.qld.gov.au/","AUS","NONE"
1998,"Australia","Tantabiddi",-21.8546,113.9551,"0.5","Reef Check Data 2089","AUS","LOW"
2007,"Australia","Viper Reef 18112",-19,148,"Average Hard coral: 90% Soft coral: 10%
Bleached Hard coral: 0% Soft coral: 0%

Additional Notes on site, locators, buoys, benchmarks or landmarks: Marty's magic mile","BleachWatch Australia ( GBRMPA) [e-mail: bleachwatch@gbrmpa.gov.au]","AUS","UNKNOWN"
2006,"Australia","Wreck Island, Far Southern Great Barrier Reef",-23.32,151.98,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","Wreck Island, Far Southern Great Barrier Reef",-23.32,151.98,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","LOW"
2006,"Australia","Yonge Reef, Far Northern Great Barrier Reef",-14.57,145.62,NA,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase","AUS","NONE"
2003,"Australia (North)","Ashmore",-12.169,122.833,"There were only isolated patches of bleaching at Ashmore - 
Approx 10% bleaching observed at Cartier on the windward side. We are not sure how much live coral there is here, so this may be a relatively high proportion of live coral.","Suzanne Ferguson's Report in 
NOAA's Coral Reef Watch project","AUS","LOW"
2007,"Australia (West)","Christmas Island",10.43,105.67,"0% of recorded recently killed coral is result of bleaching","Reef Check, Submitted by John Hueston.  Site ID:  105.40.2.1E.10.25.45.3S","AUS","NONE"
2007,"Australia (West)","Christmas Island",10.42,105.69,"0% of recorded recently killed coral is result of bleaching","Reef Check, Submitted by John Hueston.  Site ID  105.41.6.4E.10.24.55.5S","AUS","NONE"
2007,"Australia (West)","Christmas Island,",10.43,105.67,"0% of recorded recently killed coral is result of bleaching; Coral damage - mild storm and surge damage, Coral disease pink trematodes on porites sp.","Reef Check, Submitted by John Hueston.  Site ID  105.40.2.1E.10.25.45.3S","AUS","NONE"
1998,"Papua New Guinea","Cape Vogel",-9.7509,150.0109,NA,"Wilkinson, Clive","PNG","LOW"
2009,"Papua New Guinea","Coastal reefs (including off neighbouring islands in the vicinity of the National Capital  Port Moresby, notably Manubada, Fishermans and other local islands",-9.511093,147.17895,"About 35% of hard corals and similar portions of soft corals bleached in later Dec, but early Jan much more bleached, and now (25th Jan) a similar portion of coral (and many species of Anemone)are  bleached but many of the December bleached corals now seem to be dead or partly dead, and with algae starting to grow over them. So cumulatively it seems the majority in the shallows is either bleached or was bleached in late Dec/early Jan and is now dead or partly dead.
Bleaching started around mid-3rd week December 08.
Ive observed on coastal reefs and off several nearby islands, but understand it also prevails some way down the coast at least in the inner islands (Ive not checked the outer reef nor greater depths)","Paul Barker, Paul.barker@global.net.pg. 
Date of observation: Successive weeks since mid-December.latest today (25th January 2009) only snorkeling so not quite sure of depth.","PNG","HIGH"
1998,"Papua New Guinea","Island of New Britain, nr Bismarck Sea ",-5.1503,150.5733,"10% bleaching","NOAA database","PNG","LOW"
2009,"Papua New Guinea","Kaleu Island, New Ireland",-1.53,149.58,"0% of recorded Recently killed coral on substrate is result of bleaching","Reef Check submitted by Chris Bone. Site ID : 149.34.44E.1.31.48S","PNG","NONE"
2009,"Papua New Guinea","Kaleu Island, New Ireland",-1.53,149.58,"0% of recorded Recently killed coral on substrate is result of bleaching","Chris Bone 149.35.01E.1.31.50S","PNG","NONE"
2009,"Papua New Guinea","Kaleu Island, New Ireland",-1.53,149.578888888889,NA,"Reef Check submitted by Chris Bone","PNG","NONE"
2009,"Papua New Guinea","Kaleu Island, New Ireland",-1.52361111111111,149.581666666667,NA,"Reef Check submitted by Chris Bone","PNG","UNKNOWN"
2009,"Papua New Guinea","Kaleu Island, New Ireland",-1.53055555555556,149.583611111111,NA,"Reef Check submitted by Chris Bone","PNG","NONE"
2004,"Papua New Guinea","Kavieng, New Ireland",-2.62808333333333,150.691638888889,NA,"Reef Check submitted by Ellie LaTrobe-Bateman","PNG","UNKNOWN"
2004,"Papua New Guinea","Kavieng, New Ireland",-2.62808333333333,150.691638888889,NA,"Reef Check submitted by Ellie LaTrobe-Bateman","PNG","UNKNOWN"
2004,"Papua New Guinea","Kavieng, New Ireland",-2.64630555555556,150.691638888889,NA,"Reef Check submitted by Ellie LaTrobe-Bateman","PNG","UNKNOWN"
2004,"Papua New Guinea","Kavieng, New Ireland",-2.64630555555556,150.691638888889,NA,"Reef Check submitted by Ellie LaTrobe-Bateman","PNG","UNKNOWN"
2004,"Papua New Guinea","Kavieng, New Ireland",-2.64086111111111,150.760861111111,NA,"Reef Check submitted by Ellie LaTrobe-Bateman","PNG","UNKNOWN"
2004,"Papua New Guinea","Kavieng, New Ireland",-2.64086111111111,150.760861111111,NA,"Reef Check submitted by Ellie LaTrobe-Bateman","PNG","UNKNOWN"
2009,"Papua New Guinea","Keng (Karkar Island), Madang",-4.57583333333333,145.912222222222,NA,"Reef Check submitted by Chris Bone","PNG","UNKNOWN"
2009,"Papua New Guinea","Keng (Karkar Island), Madang",-4.57583333333333,145.912222222222,NA,"Reef Check submitted by Chris Bone","PNG","UNKNOWN"
1998,"Papua New Guinea","Kimbe Bay",-5.2,150.516666666667," High mortality of corals was observed with 75% of Acropora affected, and in many other genera.","ReefBase","PNG","MEDIUM"
1999,"Papua New Guinea","Kimbe Bay",-5.235,151.023,"Roughly 34% of corals bleached during the May-June surveys, but most colonies were in the lowest
bleaching category","Srinivasan, M. 2000. Coral Bleaching And Climate Change.  In Munday P.L. (Ed.) The Status Of Coral Reefs In Papua New Guinea. Global Coral Reef Monitoring Network (GCRMN).","PNG","MEDIUM"
1999,"Papua New Guinea","Kimbe Bay",-5.235,151.023,"Roughly 28% of corals bleached during the Sept-Nov surveys, but most colonies were in the lowest
bleaching category","Srinivasan, M. 2000. Coral Bleaching And Climate Change.  In Munday P.L. (Ed.) The Status Of Coral Reefs In Papua New Guinea. Global Coral Reef Monitoring Network (GCRMN).","PNG","LOW"
1998,"Papua New Guinea","Kimbe Bay, New Britain",-5.2592,151.0228,NA,"Wilkinson, Clive","PNG","MEDIUM"
2006,"Papua New Guinea","Lihir Island group",-3.1667,152.582,"The Lihir Islands are high volcanic islands rising steeply from >2000m depth. They are quite small (the largest, Niolam, is about 16 km in diameter) and they all have narrow fringing reefs. <br>
We found that a significant proportion of the live coral on the shallow fringing reefs was bleached.  Some corals had already died from the event, and others may have been lightly affected or were recovering (pale state). 

Initial estimates are that about a quarter to a third of all live corals were bleached, and a smaller proportion had already died.","Timothy Skewes (Timothy.Skewes@csiro.au) in coral list 3/16/2006","PNG","LOW"
2008,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.58805555555556,145.894444444444,NA,"Reef Check submitted by Irene Llabres Pohl","PNG","UNKNOWN"
2009,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.59083333333333,145.895277777778,NA,"Reef Check submitted by Chris Bone","PNG","UNKNOWN"
2008,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.59083333333333,145.895277777778,NA,"Reef Check submitted by Irene Llabres Pohl","PNG","UNKNOWN"
2009,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.59083333333333,145.895277777778,NA,"Reef Check submitted by Chris Bone","PNG","UNKNOWN"
2009,"Papua New Guinea","Marangis Village/Karkar Island, Madang Province",-4.59083333333333,145.895277777778,NA,"Reef Check submitted by Chris Bone","PNG","UNKNOWN"
2009,"Papua New Guinea","Marangus (Karkar Island), Madang",-4.58638888888889,145.901666666667,NA,"Reef Check submitted by Chris Bone","PNG","UNKNOWN"
2009,"Papua New Guinea","Marangus (Karkar Island), Madang",-4.58638888888889,145.901666666667,NA,"Reef Check submitted by Chris Bone","PNG","NONE"
