"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","SOURCE","CODE","SEVERITY"
2005,"Jamaica","Montego Bay, Doctors Cave beach and westward. (north coast)",18.463,-77.947,"Sampled by snorkeling observation was the area of Drs Cave Beach westward to the spur and groove formations and drop to 10M depth, an area of approximately 200m (west) x50m (north) including shallow lagoon/patch reef, reef crest and spur and groove reef. The area has been sampled using REEFCHECK to contain between 16% and 21% live coral. <br>
Bleaching observed within shallow lagoon areas (<3M depth) behind reef and areas likely influenced by warm lagoon waters.<br>
This bleaching event is not as yet particularly intensive. It will be observed for change in the coming weeks.<br>
Water temperature was measured by Citizen wrist-mounted digital thermometer to be 31 degrees Celsius.<br>
Level and prominence of bleaching observed as follows:<br>
Millepora spp. (mainly complanata): Bleaching occurring in less then 50% of colonies. Bleaching intensity strong in less then 25% of cases.<br>
Montastrea annularis: Bleaching occurring in less then 20% of colonies. No colonies larger then 30cm diameter affected. Bleaching rarely (<10 of cases) more intense then simple fading of colour from uppermost area.<br>
Acropora cervicornis: Bleaching occurring on 70% of colonies observed; patchy, and mainly on upper surfaces of branch. Larger colonies (30CM diameter) more likely to be affected then small colonies and single branches. Bleaching accompanied by white band disease in four colonies. (A. cervicornis is relatively rare. <20 colonies observed total). <br>
Agaricia agaricites: Bleaching observed on colony ridges, patchy. Less then 20 individuals observed displaying notable bleaching in this locally common species.  <br>
Porites porites: Bleaching observed as fading of colour on upper faces of branches and growth tips in four colonies, all of the brown morph. This species and morph is common.<br>
Palythoa caribaeorum: one colony observed to be partially bleached, colours faded on its upper surface. This species is uncommon in this area. (< 10 colonies observed)<br>
Report by Andrew Ross, UWI MPhil candidate.","Ivana Kenny [ibmkenny@yahoo.com] in Coral List 28/9/2005","JAM","LOW"
2000,"Jamaica","Mosquito Cove - Deep",18.46861,-78.1225,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Mosquito Cove - Shallow",18.46583,-78.12695,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Mountain Spring Bay",18.4927,-77.59513,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Navy Island",18.19115,-76.45693,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Ocho Rios West - Sewage End",18.41932,-77.1182,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Oraccobessa East",18.41122,-76.94885,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Orange Bay East Coast",18.23402,-76.60513,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Orange Bay West Coast - Deep",18.38025,-78.31163,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Orange Bay West Coast - Shallow",18.37745,-78.31112,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Pear Tree - Deep",18.46305,-77.35813,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Pear Tree - Shallow",18.46305,-77.35813,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Port Maria East",18.37487,-76.87403,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Rio Bueno",18.47922,-77.45108,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Rio Nuevo West",18.41507,-77.00549,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2008,"Jamaica","Robins Bay, St. Mary",18.31,-76.8,"Corals stressed and showed evidence of the onset of bleaching","Reef Check, Submitted by Loureene Jones. Site ID 76.47.854W.18.18.521N","JAM","UNKNOWN"
2000,"Jamaica","Round Hill - Deep",18.45778,-78.01258,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Round Hill - Shallow",18.45778,-78.01258,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Salt Bay West",18.35438,-76.84695,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Salt Marsh, Trelawny",18.5125,-77.64194,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Sandals Montego Bay, St. James",18.52405,-77.87952,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Sandy Bay",18.45908,-78.07535,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Sandy Cay Bottom",18.31255,-78.35413,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Savannah La Mar",18.1735,-78.16417,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Seawind, Montego Bay",18.45658,-77.95422,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Sergeant Major Reef",18.49468,-77.93455,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Sheerness Bay",18.31847,-76.8032,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Silver Sands",18.49287,-77.52645,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Snapper Drop",18.28868,-78.36662,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","St. Ann's Bay-West",18.44963,-77.20762,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Stewart Bay",18.49498,-77.56112,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Tower Isle East - Deep",18.4248,-77.03201,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Tower Isle East - Shallow",18.42308,-77.02917,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Tropical Beach - Deep",18.50585,-77.92167,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Tropical Beach - Shallow",18.50592,-77.91893,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Jamaica","Wag Water",18.27453,-76.70869,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Windsor Castle",18.26963,-76.6898,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","LOW"
2000,"Jamaica","Witches Maze, Rose Hall, Wyndham Hotel, St. James",18.52827,-77.81665,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000","JAM","UNKNOWN"
2000,"Chile","Easter Island",-27.1,-109.3,"average of 85-90% coral colonies affected down to 10m","Wellington, G.M., Glynn, P.W., Strong, A.E., Navarrete, S.A., Wieters, E. and Hubbard, D. 2001. Crisis on Coral Reefs Linked to Climate Change. EOS. 82(1):1-7","CHL","HIGH"
2005,"Colombia","	Isla de San Andrés(Caribbean Sea)",12.466,-81.65,"Reef zones that were affected: 	Reef flat, reef crest, lagoon, slope, terrace, coral carpet.<br>
Percentage of live coral cover in the area : 	5-45%<br>
	Percentage of live coral that is bleached : 	1-20%<br>
Other observations: 	The top of massive colonies are bleaching mainly in shallow-intermediate depths (<15 m). High levels of bleaching for Agaricia species (50%) in deep reefs (> 20 m depth). <br>
	We also obtained data on bleaching prevalence and marked many colonies for monitoring, but results will be available later.","Alberto Rodríguez-Ramírez, Catalina Reyes, Raúl Navas and Carlos Orozco (	betorod@invemar.org.cocatareyesl@invemar.org.cornavas@invermar.org.cocalotoro@yahoo.com), INVEMAR  Instituto de Investigaciones Marinas y Costeras.  CORALINA  Corporación para el Desarrollo Sostenible del Archipiélago de San Andrés, Providencia y Santa Catalina.  Personal Communication to ReefBase","COL","LOW"
2005,"Colombia","	Parque Tayrona(Caribbean Sea)",11.25,-73.95,"Date of observation: September 26- October 13, 2005.<br>
Percentage of live coral cover in the area: 	5-60%<br>
Reef zones that were affected: 	Fringing reefs<br>
No bleaching was observed in the area.<br>

Other: 	Colonies of Agaricia species are bleaching in deep reefs (>20 m).","Alberto Rodríguez-Ramírez, Catalina Reyes and Raúl Navas (	betorod@invemar.org.cocatareyesl@invemar.org.cornavas@invermar.org.co)
INVEMAR  Instituto de Investigaciones Marinas y Costeras, Colombia","COL","NONE"
2005,"Colombia","Islas de San Bernardo(Caribbean Sea)",9.65,-74.67,"Reef zones that were affected : 	Reef flat, reef crest, lagoon, fore reef, slope<br>
Percentage of live coral cover in the area: 25-70%<br>
	Percentage of live coral tha is bleached :	1-70%e<br>
	Very low or no bleaching below 12 m depth, high levels of bleaching (>50%) only in shallow reefs (< 5 m depth). Some soft corals also affected, specially Palythoa and Erythropodium.","Jaime Garzón F. and Diego L. Gil (jgarzon@invemar.org.co; diego.gil@invemar.org.co),
INVEMAR  Instituto de Investigaciones Marinas y Costeras, Colombia. Personal communication to ReefBase.","COL","MEDIUM"
2005,"Colombia","Islas del Rosario (National Natural Park)",10.167,-75.767,"A massive bleaching of corals is taking place since aprox 10-15 days (since late June) at Islas del Rosario (National Natural Park) near the city of Cartagena, Colombia. I was there on holidays during the weekend of 8-10 July and took many photos in shallow waters (down to 5 m) around the Oceanarium at San Martín de Pajarales Island (10°10'37.7""N-75°46'16.2""). Resident people had been noticing the bleaching since about 1-2 weeks before my arrival, associated with extremely warm, and possibly quite brackish waters (from nearby river discharges).<br>
Almost all corals were totally white to pale yellow. Some massive star coral colonies (Montastraea annularis and M. faveolata) still had slightly colored basal patches. Brain coral species (Diploria and Colpophyllia) were completely bleached. Porites porites beds were totally white. P. astreoides knobs were from white to light lemon yellow. Siderastrea siderea was less affected with a dark bluish-violet color in several colonies, and a few normally brown. S. radians was apparently not affected (hard to tell, the small encrustations of this species being normally so light). Even Favia fragum golfball corals were fully bleached. Benthic, rubble-dwelling anemones (probably corallymorpharians) were white. Millepora spp. had both white, normal and ""pinto"" (patchy) like colonies-branches. Did not see any Acropora to tell whether the few remaining colonies bleached or not.<br>

It seemed that deeper corals were less bleached. However, Jaime Rojas, biologist working for both the National Park authorities and the Oceanarium, undertook on July 8 a quick survey around the islands confirming that the phenomenon is widespread. He is making a follow up, and working with daily sea-surface temperature data (possibly salinity too) taken regularly at the Oceanarium. Later on he may make a more detailed report. <br> 
No sponges had bleached. Even brown encrusting Cliona, which harbor zooxanthellae, were fine. <br>
Photos can be seen at http://www.invemar.org.co/redcostera1/invemar/coral-bleaching-photos-by-sven-zea/","Alberto Rodriguez [betorod@invemar.org.co] on behalf of Sven Zea (szea@invemar.org.co; sezeas@unal.edu.co) in Coral List 7/14/2005","COL","UNKNOWN"
2005,"Colombia","Islas del Rosario(Caribbean Sea)",10.012,-75.617,"Reef zones that were affected : 	Reef flat, reef crest, lagoon, fore reef, slope<br>
Percentage of live coral cover in the area: 	15-70%<br>
Percentage of live coral that is bleached: 	1-90%<br>
	Very low or no bleaching below 12 m depth, high levels of bleaching (>50%) only in shallow reefs (< 5 m depth). Some soft corals also affected, specially Palythoa and Erythropodium.","Jaime Garzón F. and Diego L. Gil (jgarzon@invemar.org.co; diego.gil@invemar.org.co),
INVEMAR  Instituto de Investigaciones Marinas y Costeras, Colombia. Personal communication to ReefBase.","COL","HIGH"
2004,"Colombia","San Andres",12.541,-81.687,"I observed on some of the nearshore patch reefs off San Andres during our International Advisory Board meeting (Oct 4-8).  While I would not call it a mass bleaching event, I would say that
the corals were extremely stressed and many were pale to fully bleached.","Billy Causey [Billy.Causey@noaa.gov] in coral list 28/10/2004","COL","LOW"
2005,"Colombia","San Andres Archipelago",12.561,-81.678,"Some of the corals were showing signs of stress.  Colonies of Millepora complanata were bleached .... with colonies ranging from fully bleached-out to colonies that were partially bleached.  While none of the other species of corals were fully bleached, there was some paling observed.
Valentino Duffis, a Fisher Advisor to CORALINA said, ""in his 25 years of fishing the San Andres Archipelago, he had never witnessed the calm weather conditions for as long as he has over the past few months.""  His observation was that thermal stress was having an impact on  the marine environment. <br>
Diadema population appeared to be rather abundant and healthy.","Billy Causey [Billy.Causey@noaa.gov] in coral list 14/7/2005","COL","UNKNOWN"
2005,"Colombia","Tayrona Natural National Park,  off the city of Santa Marta",11.333,-74.133,"Pale colonies of Montastraea annularis were first observed in
shallow waters (<10m) at Bahía de Nenguange on the 21st of October. A week later, most M. annularis colonies were bleached, showing the classic
bleaching pattern being more intense on top than on the sides, while
Colpophyllia natans colonies were pale. By the 11th of November the
bleaching event became more evident: nearly all colonies of M. annularis
and Porites porites were severely bleached, while most M. faveolata,
Diploria labyrinthiformis, Colpophyllia natans, Porites astreoides,
Siderastrea siderea, Millepora spp., and the zoanthid Palythoa
caribbaeorum were partially bleached. Similar observations were made in
coral reefs of Bahía de Taganga, adjacent to the TNNP, however, most P.
astreoides colonies were severely bleached in Taganga, in contrast to
Bahia de Neguange. <br>

It is interesting to note that corals at the TNNP bleached quite late
compared to other reef corals throughout the Caribbean [e.g. reefs at
Islas del Rosario, only 200 k southwest from the TNNP, bleached 4 months
earlier in late June (report by Sven Zea posted in coral list)]. This
might have some relation to the bi-modal seasonal upwelling that occurs in
the area, with upwelling peaks taking place early in the year and by
July-August. <br>

Surface water temperature measurements taken in November 11 at noon: 29°C.","Guillermo Díaz-Pulido (guillermo.diaz@unimagdalena.edu.co), Universidad del Magdalena, Santa Marta, Colombia,  Alberto Rodriguez-Ramirez (betorod@invemar.org.co), Instituto de Investigaciones Marinas y Costeras ( INVEMAR) and Dagoberto E. Venera-Pontón (theriididae@yahoo.com), Universidad del Magdalena, Santa Marta, Colombia in Coral list 11/17/2005","COL","LOW"
2009,"Ecuador","Los Frailes Beach",-1.49,-80.79,"Location ; Patches of Coral. Los Frailes Beach, Machalilla National Park, Manabí, Ecuador.
The largest coral in the area belong to the genus Pocilophora.","Mr. Oscar Ornejo, Marine Biology, PUCE.","ECU","UNKNOWN"
2005,"Panama","Archipelago of Bocas del Toro",9.348,-82.284,"All coral species seems to be affected, mostly in shallow waters, but also at depth up to 8m. It seems that water temperature has begun to drop down for now on.","Alexandra Amat [amata@si.edu] in coral list 6/7/2005","PAN","UNKNOWN"
2002,"Panama","Bocas del Toro: Crawl Cay 1",9.251233,-82.13245,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Bocas del Toro: Deer Creek (Deep)",9.235666,-82.11105,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Deer Creek (Shallow)",9.235,-82.11385,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Bocas del Toro: Hector's Site 42 (Deep)",9.26725,-82.11902,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Hector's Site 42 (Shallow)",9.26785,-82.11996,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Hill Point 1",9.423317,-82.32417,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Hill Point 2",9.423317,-82.32417,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Isla Popa 1",9.194167,-82.08,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Isla Popa 2",9.16855,-82.07558,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Isla Popa 3",9.220317,-82.10062,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Salt Creek (Deep)",9.282516,-82.10122,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Salt Creek (Shallow)",9.287,-82.10278,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Bocas del Toro: Toba 1",9.107567,-81.82252,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","MEDIUM"
2002,"Panama","Bocas del Toro: Zapatilla 1",9.272767,-82.06593,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Zapatilla 2",9.247033,-82.03257,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Bocas del Toro: Zapatilla 3",9.271067,-82.05167,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Bocas del Toro: Zapatilla 4",9.26045,-82.0347,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Cayos Zapatilla B, Archipielago de Bocas del Toro",9.423,-82.324,"Live stony coral cover 10%
22% of stony coral (>10 cm diameter) pale to completely  bleached, species involve- Montastrea annularis, Millepora alcicornis and P. astereoides.
No bleaching at A. palmata - half of the colonies were 'old standing dead'","Coral List:30/7/2002: Marilyn Brandt","PAN","MEDIUM"
2002,"Panama","Kuna Yala: Acuakargana",9.596,-78.77921,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Aguadargana B",9.551017,-78.94627,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Ailidup Shallow",9.488684,-78.72808,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Alidup",9.488684,-78.72808,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Aritupu",9.506467,-79.02119,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Carti 4",9.4922,-78.9627,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Carti 5",9.4726,-78.92377,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Carti Shoal 1",9.4922,-78.9627,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Carti Shoal 2",9.4768,-78.9313,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Chichime 2",9.588017,-78.88445,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Chichime Sand Bar",9.576016,-78.87318,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Chichirutupu",9.495216,-78.71582,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Corgidup",9.569384,-78.87289,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Costa Ailidup",9.457434,-78.73132,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Diadup",9.594666,-78.6751,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: East Banedup",9.575283,-78.67613,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Eden Channel",9.551833,-78.88223,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Kalugirtupu",9.5158,-78.69735,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Limon Grande",9.54065,-78.9032,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Limones - Central",9.54485,-78.90266,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Limones - East Lagoon",9.5388,-78.91248,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Limones - Southwest",9.5436,-78.88555,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Miria Backreef",9.54525,-78.90638,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Miria Forereef",9.54065,-78.9032,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Misdup",9.564584,-78.84075,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Narasgandup",9.482767,-78.81625,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Niatupu",9.559533,-78.88219,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Niatupu 2",9.56205,-78.88126,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Niatupu 3",9.56205,-78.88126,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Nubasitupu",9.488517,-78.87817,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Nuindup",9.56505,-78.8452,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Ordupdarbogoad 1",9.52455,-78.65424,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Ordupdarbogoad 2",9.51865,-78.65572,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Orosdup",9.5165,-78.0365,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Parche Chichime",9.574984,-78.8705,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","LOW"
2002,"Panama","Kuna Yala: Robeson",9.50935,-79.01875,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
2002,"Panama","Kuna Yala: Robeson 5",9.5037,-79.03623,NA,"Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002","PAN","UNKNOWN"
